id,lang,text,label
1503,en,so i have decided that i just want to continue fucking without any feelings i am not mentally ready for anything serious so i need tips to help me bring out the whore in me,HOF
1504,en,hw ilberd you sick bastard you sick roaming bastard i will tear you to pieces with my lance see if i do not,HOF
1505,en,everything is fake nothing is happening in bengal cheers bengal is burning violence in bengal tmcgoons,NOT
1506,en,is it a crime to call someone a white person on twitter these days,NOT
1507,en,this man is more dangerous than the chinese virus wuhan virus,HOF
1508,en,i spy stupid fat whore,HOF
1509,en,i am deeply saddened by what our australian indian community is going through right now the australian government can and should do much more to help india during this covid crisis the ban on australian citizens returning home from india is blatant racism covid crisis in australia,HOF
1510,en,crimes against humanity indias pm modi has been criticised for his handling of covid amid a growing crisis and accused of stifling dissent and choosing politics over public health in the midst of a deadly pandemic pm modi should resign modi modi must resign modi government will not be able to do anything,HOF
1511,en,oh my god brother thank you for saving me when i almost drowned in your 200 foot pool it was so relaxing to sleep in your beverly hills mansion with your personal sleeping choir,NOT
1512,en,just got a shag cut,HOF
1513,en,narendra modi amit malviya shame on you when the whole country is in trouble you are still busy in this dirty game modiji resign,HOF
1514,en,india is in dire need of a new nonbjp prime minister who can save the country from the crisis created by modi modi must resign to save india modi must be ousted,NOT
1515,en,this motherfucker actually said all lives matter never mention our religion call out israel for what they are doing to palestine muslims,HOF
1516,en,modi should resign please resign you are doing nthg then spreading hatred everyone is hating you modi government will not be able to do it modi government is the system modis vaccine jumla modi is a disaster for india modi created disaster modi give oxygen remove modi save the country modi give employment modi failed india,HOF
1517,en,are you sure you want to help india recover from the covid crisis or save the world make the vaccine formulas available you stupid superficial nonsense share with control we do not want anyone to reproduce that nonsense india can probably double the production of any big pharma company,HOF
1518,en,psycho boss and psycho followers why is spreading islamophobia without proof a sensitive issue shame on your fake ram rajya with proof i can insult sanatani gods but not morally right,HOF
1519,en,modis vaccine jumla modi governments vaccination drive has turned out to be a big failure lakhs of youth have registered for vaccination but are unable to schedule an appointment as hospitals do not have stock this failure of the government has turned out to be a huge jumla,NOT
1520,en,last week there was so much talk about the vaccine being for everyone above 18 years of age however there are no slots available for people above 18 years of age yet shame on you modi only knows media management modis vaccine jumla,HOF
1521,en,the bloody day has begun it is time for me to be as bad as i can son of a bitch,HOF
1522,en,fuck dude are you gay,HOF
1523,en,am i the only one who thinks this is total nonsense often talks about the new world order one world government and the 77th etc tobias should not be anywhere near that i thought these mps were meant to have security clearance,HOF
1524,en,this is nonsense why would people believe you,HOF
1525,en,coronavirus is just part of the problem the real problem is that india no longer has the capacity to respond to any major crisis because of what has happened to its system in the last six years modi has turned indias covid crisis into a disaster,NOT
1526,en,cancel 12th board exam 2021 pm modi resign hundreds of indian citizens are dying every day because of your overconfidence and ignorance and now you are ignoring lakhs of students appeal to cancel the exam every day,HOF
1527,en,we could have helped the whole world with the vaccine and we could have proudly called ourselves vishwa guru world leader but sadly nothing like this happened but everything ends with the voting elections modis vaccine jumla modi is responsible modi should resign,NOT
1528,en,femi adesina you are a motherfucker,HOF
1529,en,doctors ran away leaving patients dead this is unacceptable covid modi should resign modi government will not be able to handle it modi has created a disaster modi should resign india fights covid 19,NOT
1530,en,shameless party and shameless you pm modi resign,HOF
1531,en,how shameful first we elect a goon as our leader and later complain about development later we demand justice for the same goon who killed people to maintain his fear see what is trending give justice to shahabuddin shame on freedom of expression,HOF
1532,en,civil war fact major general joseph hooker frequented brothels so soldiers started calling the women who worked there whore girls later this was shortened to just prostitutes and thus the girls who worked there got this nickname,HOF
1533,en,19 years old girl saswati jana was raped by tmc goons more than 100 people were killed in bengal because they supported bjp 300400 hindus migrated to assam to save their lives but all this is really fake for you bengal is burning violence is happening in bengal fake news,HOF
1534,en,you are wrong nowadays indian variant had mated with kent one hence viet one was born how amazing is the sex life of covid variant and i am still waiting for their group sex,HOF
1535,en,damn it they do not even trust their own content i am sure there is a netflix series on here somewhere although that would sound pretty unbelievable,NOT
1536,en,bitch this is what will happen the day i quit astrology because ikyfl,NOT
1537,en,there are 4300 religions that exist in the world today which makes up 2500 gods yours is only 1 of them and he seems like a judgmental asshole who would want to deal with that ignorance happy pride month 2021,HOF
1538,en,the most backward ass network cannot even trace its own lies and conspiracy theories fake news circus covid vaccine republican hypocrites,HOF
1539,en,calm down i am not going to steal your wife gay clown i am a grown woman remember that,HOF
1540,en,herbalism shop torrevieja said if he wants to confront me and i am sure he will not because he is a bloody motherfucker son of the ugliest bitch that ever lived on this planet,HOF
1541,en,in india where rules are for common citizens cash is being wasted on huge rallies india will not give aid to overcome this pandemic why do not these political parties spend such huge cash on open health infrastructure modi should resign from covid india,HOF
1542,en,the covid situation in india is terrible but till now neither modi nor any of his ministers have resigned what a shame by the way moody ji bengal elections are over come out of your rabindranath tagore hug amitabh focus on the upcoming elections make modi resign make pm modi resign,HOF
1543,en,twitter is a global public forum so there are many different opinions to be found i follow hockey there is no more vocal fan base than the leafs people like you just spout baseless endless nonsense,HOF
1544,en,the big waistcoat of southgates state has just held a press conference saying that jesse lingard will play in the friendly match tomorrow despite not being selected for the tournament i mean this is a practice match for your players who are not going,HOF
1545,en,why did india have to seek foreign aid after 16 years what was the reason for such a devastating second wave of covid and the carnage it unleashed who should be held responsible for inaction aatmanirbhar bharat under pm modi is on its knees begging for mercy from the world modi should resign pm modi should resign,NOT
1546,en,he is not going to fuck you,HOF
1547,en,centre should have done more to improve health infrastructure while states have shamelessly pursued their own agenda kejriwal highlights indias covid crisis,NOT
1548,en,i am going to say bloody mary three times so i can find a bitch to talk to,HOF
1549,en,forgiving china is the biggest punishment given by the world and humanity china lied people died wuhan virus china virus pray for india india fights corona,NOT
1550,en,absolute rubbish,HOF
1551,en,there is no point in having a full majority government if you cannot protect the people who voted for you resign pm modi,NOT
1552,en,brother i have one too who will trouble my family,HOF
1553,en,i am unable to understand the fact that he has sold his everything still asking for money from public and society such a fool prani modi should resign,NOT
1554,en,now chuck schumer and nancy pelosi,HOF
1555,en,the government has abandoned its people and has never been so ashamed the government is hellbent on wiping out a generation bjp failed india covid 19 india covid crisis,NOT
1556,en,second vaccine and i feel like crap covid vaccine,HOF
1557,en,oh and he also recorded a song for harambe that was sent to all the boys to get their dicks out shitbag brothers,HOF
1558,en,the second dose of the moderna covid vaccine is making me anxious,HOF
1559,en,what nonsense,HOF
1560,en,like some educated retired colonel is fighting me on my hashtag that i tweeted modi made disaster modis vaccine jumla modi fails india,NOT
1561,en,when you have fools like pradhan sevak and bcci secretary what else did one expect unfortunately bad days were inevitable kisan mazdoor ekta zindabad modis vaccine jumla,HOF
1562,en,horrible incidents are happening all around in india there is only one solution to this prime minister modi should resign bjp has destroyed india destroy bjp save the country,NOT
1563,en,i get the donkey thing but shrek was made as a ripoff of a lot of disney stories and fairy tales in general is not that true i am not sure how this becomes a donkey movie,HOF
1564,en,ah so these are the vaccine side effects i have heard so much about we are finally getting it feeling like crap but no regrets covid vaccine,NOT
1565,en,joking about someone is sadness does not make you funny it makes you a complete idiot,HOF
1566,en,us supports waiving patent protections for covid vaccines citing global health crisis news covid vaccine,NOT
1567,en,i do not believe the bullshit conspiracy theories circulating around pfizer and moderna however i do believe the vaccine manufactured in china will be for population control or mass sterilization do not take the sinopharm covid vaccine,HOF
1568,en,and someone please tell this bastard to unblock me,HOF
1569,en,bengal is burning amit shah ji are you watching the continuous mob lynching happening in bengal or are you waiting for the confirmation whether his name is tabrez ansari or not if the state government is not saving him then it is your responsibility to save him do not sit quiet spineless bjp hindu lives matter,HOF
1570,en,violence is happening in west bengal and the land is watching our people are being killed now no one will talk about secularism the government should impose presidents rule there and they should be thrown out of our country bengal is burning bengal violence,NOT
1571,en,cars are turning maybe there is no blinker but it seems he is watching you who knows life is a rich tapestry,HOF
1572,en,lying traitor bullshit guy has ideas about decency,HOF
1573,en,where is the prime minister yes my voice is angry and shrill modi should resign,HOF
1574,en,tmc is celebrating in a different way which is an attack on bjp workers and bjp leaders arson and violence in bengal is strongly condemned,NOT
1575,en,bjp should be ashamed they are unable to digest the defeat even during the pandemic instead of focusing on controlling the covid situation they are resorting to such dirty political tricks to defame the winning party modi ji must resign,HOF
1576,en,why did this guy call me and talk about his order he did not take his gift card when he entered the pin his stupid did not enter the card number the whole time he was talking wow what a number get your yellow ass off my line sir niuuu,HOF
1577,en,well said louise my daughter is ms osakas age i cannot imagine her facing the onslaught of media and not being affected by it also unlike team sports these athletes have to be on their feet all that,HOF
1578,en,i hope that soon the media sports journalism will realise that their job is to cover the events which does not mean they have a right to personal access to the participants and the organisers will realise that their job is to organise events and not to dupe people,HOF
1579,en,you both have gone to sleep we will remember what you both did to the bjp workers of bengal sleep peacefully violence in bengal bengal is burning bengalis are burning,HOF
1580,en,bloody hell car wash masked dancer uk,NOT
1581,en,i leave here an amazing profile of ben rhodes the presidents foreign policy guru,HOF
1582,en,he is a donkeys baby donkey,NOT
1583,en,go to hell,HOF
1584,en,the chinese virus is now selling its commercial products by increasing the prices of all products this is shameful and we are seeing that china lied and people died due to the chinese virus,HOF
1585,en,this is not good for india after losing elections in west bengal bjp is trying to impose presidents rule this is dictatorship going on bjp should be ashamed we people of india are united and want to defeat these sons of hitler prime minister modi should resign,HOF
1586,en,this is the most difficult time no beds no oxygen no vaccine lives are ending people are helpless oxygen crisis india covid crisis covid 19 save lives,NOT
1587,en,this is not normal in the first 4 months of this year the us has recorded more deaths following covid vaccination than all other vaccinations administered in the united states between mid1997 and late 2013 tucker carlson covid vaccine deaths,NOT
1588,en,nsfw there is nothing more satisfying than calling someone is mom a ball biting whore,HOF
1589,en,why i was working today and this old lady is telling me son i am going to eat that dick,HOF
1590,en,the girl who eats cock is also a homely ass,HOF
1591,en,please retire we do not need you anymore neither can you save lives from corona nor can you save the lives of innocent bjp workers in bengal modi ji please resign,NOT
1592,en,he is dr ak roy currently serving in district hospital maharajganj up he is crying because he does not have remdesivir to save peoples lives people here are trying to help while the govt is continuously doing the opposite modis vaccine jumla modi should resign,NOT
1593,en,we have grown ups i do not know how many times i have to declare that you can have sex with whoever you want love whoever you want do whatever you want and stop talking to me,NOT
1594,en,i cannot stand how many people consider being an asshole a personality trait grow up,HOF
1595,en,herbalism shop torrevieja said if he wants to confront me and i am sure he will not because he is a bloody motherfucker son of the ugliest bitch that ever lived on this planet,HOF
1596,en,welcome to a country which is mostly known for its democracy but it is known only by this word oh really it is just the word which proves the worst in india resign pm modi educate india save india,HOF
1597,en,mr modi with all the communalism hatred and violence you have spread in our country you have definitely become communal your guru would have advised you to go to china but unfortunately they also hate you and your nonsense ideology modiji resign,HOF
1598,en,i hated clint capela in houston now i hate him in atlanta now he is talking crap about my knicks motherfucker we better pray we do not get both kawhi and lillard because that is likely going to happen,HOF
1599,en,this question is about the madman of the time who wore the hat that everybody made fun of,NOT
1600,en,fabricated narratives filled with lies and negativity are being spread on social media to defame india globally and to defame prime minister modi media houses from the us uk are trying their best to defame india chinese virus narendra modi presidents rule in bengal,HOF
1601,en,yes i do not care what any doctor celebrity or politician says i am not comfortable having this particular vaccine put in my body it is my right the shameless bullying has to stop covid vaccination covid vaccine,NOT
1602,en,chinese virus mutates after double mutant variant now we are seeing new variants which are even more dangerous i fear it may start mutating to affect animals china lied people died wuhan virus wuhan lab,NOT
1603,en,it seems like this guy enjoys talking shit,HOF
1604,en,it is very fabulous,NOT
1605,en,what the government and media need to focus on vs what they are actually doing right now such a shameful moment to call ourselves indians where elections power fame trps money are more important than peoples lives this is shameful exit polls modi must resign modis vaccine jumla,HOF
1606,en,the harsh truth of the matter is that modi and his team are not resigning not because they want to retain their position in power but because they are scared of what indians will do to them once they become ordinary citizens modi must resign modi must resign,HOF
1607,en,bad governance continues failed leadership lack of planning and only mann ki baat from dnyaneshwar modi hai to mumkin hai modi resign pm modi resign,HOF
1608,en,no one appreciated me for using wuhan virus nor did anyone reply using wuhan virus so deleted the tweet where i used it,NOT
1609,en,that is some serious dig biscuit energy but lord god how can anyone live with so many dogs in their home,HOF
1610,en,the pandemic may not kill me now but a truck certainly still can deliver the covid vaccine,NOT
1611,en,66000 rupees is a weird fine for trying to get home india covid crisis scottythefukwit can someone explain this not you scotty shut up the worst scott after the captain,HOF
1612,en,this is nonsense it was created in a lab and spread by chinas chinese virus,HOF
1613,en,it is morally repugnant to promote an organisation run by bill gates when their actions result in people dying from lack of access to covid vaccine india covid crisis covid capitalism vaccine apartheid,HOF
1614,en,well maybe have to do an overview orlando here 30 black freak top pretty open the only thing i do not do is take dick yes i am about to top amp i enjoy eating my ass i love receiving head as much as i love giving it for groups couples etc,HOF
1615,en,we are all bargaining with each other and failing to see the ultimate objective the welfare of the government and protection from the broker was never designed to include liberation,HOF
1616,en,yeah i am a good guy so boom fuck off like no one else lol,HOF
1617,en,france accused of insulting muslim faith when the eu will discuss the intensifying persecution of muslims across europe when the eu will raise its voice against the outrageous bigotry hatred and discrimination against muslims taking place across europe islamophobia european union,NOT
1618,en,we have voted to make you our pm please do your work stop risking 13 billion lives to win elections do not make us regret the votes we have given you india covid crisis,NOT
1619,en,eat cock you bastard,HOF
1620,en,we have never had such a leader cabinet heads or the combined iq of various institutions so low any religion or god is as good as it makes it followers treat each other and these protectors fail in that too abuses everywhere on social media no plan or update on the crisis modi ji resign,NOT
1621,en,just like sex they think my hair is not attached to my head but it is a penis it is brown and made of hair right in front of my face if i wash my hair in the bath water then hair has follicles too and that word can also mean uterus,HOF
1622,en,i thought i was enjoying a john lee hooker album but it was the same song 3 times because i accidentally hit the repeat button without me even realizing it,NOT
1623,en,we lost a diamond in search of gold shahabuddin should get justice,NOT
1624,en,brutal mamata stands with bengali hindus arrest mamata violence in bengal army no other option justice for bengal bjp workers bengal is burning and why report will this save lives sad jungle bengals killing fields impose presidents rule as soon as possible as it is now worse than kashmir,NOT
1625,en,no political party should be given a chance to rule for more than 5 years we made the same mistake with congress and are doing the same with bjp now we have put them there this is our mistake modi resign pm modi resign modi,NOT
1626,en,shame on you for calling someone shameless it seems you are another chinese virus unleashed on us,HOF
1627,en,i thought this would only happen if trump did not admit it you are tweeting nonsense,HOF
1628,en,it is shameless because bjps elections are more important than the citizens modi should resign pm modi should resign modi has created a disaster,NOT
1629,en,very sad to see ruthless modi bjp and rss please resign from power blind devotee modi should resign modi should resign pm modi should resign pm modi should resign modi should resign or cancel modis vaccine slogan remove modi save the country modi government will not be able to do it bjp mps and mlas missing bjp has ruined india,HOF
1630,en,what are you doing this kind of celebration shows that your political career is on the next level shame on you bengal is burning bengal violence bjpkorbe 200 par,HOF
1631,en,oh man i forgot to finish that movie i am still almost halfway through,NOT
1632,en,of course it is especially bad in michigan rs is trying to pass legislation to ban tracking of covid vaccines mcir is eliminating the vaccination database democracy is under siege,NOT
1633,en,you are a failure to the country this is a reminder in case you have forgotten that you are only negotiating with other countries but we who have lost loved ones and seen others lose their loved ones know the ground reality of the issue,HOF
1634,en,the nibble had successfully incorporated the shocker into his erotic antics now the fun could really begin his erection was resting on top of the chus head throbbing warmly mmm surprisingly i do not want you to suck my dick you need to test out a lil device,HOF
1635,en,oh you guys lost stop your nonsense now do something for reality we lost our people amit shah resign modi,HOF
1636,en,enough butcher now get out of here pm modi resign modi resign amit shah,HOF
1637,en,this is basically a chinese virus because of china we all are suffering now do not weaken it by naming it british variant or indian variant,NOT
1638,en,sorry dr you need to wear a mouth mask what message are we giving to the world professional covid is airborne covid emergency india covid emergency 2021 india covid crisis india fights corona,NOT
1639,en,stop spreading fake stories mamata banerjee focus on the pandemic and the devastation across the country dear useless modi resign,HOF
1640,en,yes brother in law,HOF
1641,en,what is even more disturbing is that a prime minister uses abusive language mocks opponents and is concerned about his personal aspirations when thousands of people are dying you both remain mute spectators and take the blame on yourself it is shameful that you belong to the old people,HOF
1642,en,this is not right modi resign modi left india modis vaccine slogan modi created a crisis,HOF
1643,en,you should apologize on behalf of your country for the chinese virus,NOT
1644,en,who is the worst cm in india right now reinstate kangana arrest mamta resign remove modi save the country ipl bengal is burning,HOF
1645,en,trump is reportedly telling people they will be reinstated by august stupid pathetic dishonest bastard,HOF
1646,en,it is hard for a broker here,HOF
1647,en,all fools are trying to save their face now but its too late spineless bjp must resign pm modi,HOF
1648,en,stop with the samsung samantha rule 34 i can only beat my dick so much,HOF
1649,en,herd immunity was used in south park all the kids were put together to get exposed to measles the kids hired a prostitute with herpes to use their parents toothbrushes etc,HOF
1650,en,just a day after her fathers demise barkha dirt is on every international channel with her painted face spreading the antiindia antimodi broken india narrative this woman will perish in her own poison you get such bad satanic vibes just looking at her,HOF
1651,en,so funny because my patriots are not contenders but they were still watching that sexy bastard play in the sexiest stadium in the nfl,HOF
1652,en,you have some shame yes spend that too on yourself in between you are the worst prime minister of india till date people are dying and this man is spending peoples money on himself as if it is his own money resign modi spineless,HOF
1653,en,they will be cowards all their lives but with women they will be macho men and sensual barbarians,HOF
1654,en,haryana up mp gujarat assam bihar rjd jdu can be replaced on the basis of such small mandate you have no right to rule pm modi resign,NOT
1655,en,now where is that fool from ccp who compared his space mission to the funeral pyres of indians who died of chinese virus ccp virus hold china accountable china lied people died,HOF
1656,en,bloody marys belong in the bad bitch hall of fame,HOF
1657,en,how shameful that according to the government everything is still fine modiji if you still have a little selfrespect or conscience left then resign,HOF
1658,en,narrator we saw grants was rubbish and the baggies went down faster than a 50p whore,HOF
1659,en,you were wrong about malik hooker rumor with cowboys mike fisher confirms,HOF
1660,en,nonsense as usual from abd,HOF
1661,en,tibetan sikyong lobsang sangay on world press freedom day said one of the main pillars of democracy has been destroyed he asked tibetan journalists and public to keep silent this is unacceptable to us we will protest free tibet free hong kong ccp xi jinping chinese virus free press press freedom,NOT
1662,en,this is rubbish southgate is a clown international football is rubbish you are telling me southgates cv means he could manage an international team this is everything wrong with football this is rubbish,HOF
1663,en,what do you make of the rumors about malik hooker signing with the cowboys or dolphins,NOT
1664,en,hey i know it is time to upgrade but i love my iphone 8,NOT
1665,en,the coolest girl ever,NOT
1666,en,what a mess the covid crisis in india is,NOT
1667,en,what the hell i want to be beautiful too,HOF
1668,en,the heartbreaking india covid crisis,NOT
1669,en,what is happening in india wtf pm modi should resign,NOT
1670,en,this is so sad i have seen them in ads and tv serials how many precious lives this evil chinese virus has taken away om shanti,NOT
1671,en,dick head post delete your account,HOF
1672,en,i ran a large fb group for side effects and the amount of provax reporting side effects was so alarming we had to shut down on monday they act like side effects are impossible i hate all these people strokes within a week and doctors unrelated to the covid vaccine,NOT
1673,en,especially when i know it will make me upset,NOT
1674,en,bjp has failed the country modi has failed the country pm care fund is the biggest scam in history modis vaccine is a jumla modi must resign modi should resign or cancel modi has created a disaster modi government will not be able to do it,HOF
1675,en,do this you coward will not you,HOF
1676,en,modi resign modis vaccine jumla remove modi save the country modi resign or cancel it farmers vs modi virus agricultural laws next pandemic farmers protest no farmers no food boycott godimedia shame on you godi media jumla you should never raise issue with the party,HOF
1677,en,sometimes i want sliced cheese on my sandwich and sometimes i want grated cheese on my sandwich both have their own unique vibe and both are equally valid if you cannot deal with it then fuck off,HOF
1678,en,the lnp base who love it for its racist overtones go back where you came from ironically they do not believe in covid 19 and do not want to take the covid vaccine so it puts those people in an awkward position is covid dangerous or not india covid crisis covid india covid 19 nsw drum,NOT
1679,en,covid vaccine sheikhupura stadium vaccination center is very poorly managed people are falling on each other like animals there,HOF
1680,en,modi did worse to india than what bolsonaro did to brazil india covid crisis,HOF
1681,en,a man died after being on a vent in the icu for weeks republican they died of covid 19 not of covid 19 87yearold man dies a month after covid vaccine republican the vaccine killed him it is not safe,NOT
1682,en,modis vaccine slogan modi is a curse for this country he should not even be allowed to stand in elections such a ruthless monster,HOF
1683,en,oh wow this is our local guy we will not go there again,NOT
1684,en,sadness and anger among indian diaspora in us as covid crisis worsens modi made disaster covid second wave in india modi hatao desh bachao modi ka vaccine jumla,NOT
1685,en,citizens of india please stop smoking and spitting on roads in this pandemic period it is dangerous for everyone including you and your family please corona pandemic covid 19 india delhi fights corona india covid crisis kejriwal delhi covid help,NOT
1686,en,kejriwal exposed kejriwal failed in delhi not a single day has gone by when we have not heard of someone is death it is very sad that people are losing their families and your government is still doing politics you are more dangerous than them,HOF
1687,en,dear mr narendra modi as a citizen of india i will speak the truth unlike your fans the country is suffering because of your failures you are not fit to be a panchayat representative let alone a prime minister please resign modiji resign,HOF
1688,en,no idea head empty just blue bandana dick necklace pink and blue shorts,HOF
1689,en,as an indian i feel humiliated indian modi should resign modi should resign pm modi modi should resign or cancel modis vaccine slogan modi remove modi save the country modi has created a disaster modi has failed in india modi must resign,NOT
1690,en,i am on the verge of tears final year students are going to serve in place of our precious doctors what have we lost in this dark period what have we turned our country into it literally shatters me india covid crisis pmcare fund pmmodi covid india covid 19 amit shah government,NOT
1691,en,never thought it will stoop to this low it is sad india has lost pm modi should resign modi should resign shame on india today bjp has ruined india modis vaccine jumla modi has failed india fekumodi,HOF
1692,en,yes the images are heartbreaking help india india covid crisis,NOT
1693,en,fuck you all hj,HOF
1694,en,my dad are not tellin me he cannot fix my brakes because he will get shot another one tomorrow nigga fix my shit,HOF
1695,en,what is that wuhan virus like they are knocking on our doors too deep is like a younger brother to me damn you,NOT
1696,en,there is literally nothing wrong with disabling her pussy though,HOF
1697,en,it will take decades to compensate for the damage you people have caused to india modiji please resign,HOF
1698,en,the images coming out of west bengal are indeed disturbing and the anger is justified but i have an unpopular but pragmatic view of the whole situation the republic of india is going through unprecedented times let us recount indias covid crisis,NOT
1699,en,modis pandemic choice is to protect his image or protect india he chose himself modi must resign modi must resign pmmodi must resign pm modi must resign modi must resign or cancel modis vaccine jumla remove modi save the country modi is a disaster for india bjp mp mla missing yogi is a liar,NOT
1700,en,bjp has failed the country modi has failed the country pm care fund is the biggest scam in history modis vaccine is a jumla modi must resign modi should resign or cancel modi has created a disaster modi government will not be able to do it,HOF
1701,en,you would think that any cis person in my position would bring a case and they do and they win you would think that the trans community with all of their connections would be able to find a lawyer that is not very clear very easy but shit they know how to take care of themselves,HOF
1702,en,two days after taking the second dose of moderna i had mild fever chills for a few hours general malaise fatigue headache lasted for 24 hours it was good to be down for just a day compared to being hospitalized for weeks it reminded me that i am a bad patient covid vaccine moderna,NOT
1703,en,tejasvi surya reveals tejasvi surya submits resignation to pm modi in such difficult times when different communities are working together to save the lives of friends and loved ones it is sad to see such public representatives bringing discord in the beautiful fabric of democracy,NOT
1704,en,wanker,HOF
1705,en,if you really want to make an impact first build a strong system to deal with the wuhan virus and then start tackling evil,NOT
1706,en,god have you heard about that stupid guy who works on youtube who is a total bastard i think his name is ian,HOF
1707,en,my imaginative brain is more scared of imagining how a donkey and a dragon have babies like son the outcome was worse than having babies with your sister or something winstest dark humor bruh,HOF
1708,en,your shag are not a mullet i am going to jump you,HOF
1709,en,and now the social media war has started where all the people in power are not interested in taking action but instead blaming each other fake news bengal is burning save bengal some may be fake but not all are fake,NOT
1710,en,all the decisions taken by who in the first 6 months of the outbreak were wrong which resulted in the pandemic now the international community has ignored them all and rolled them back so we should also drop the name covid 19 and call it wuhan virus ccpvirus china virus,NOT
1711,en,a small cock should not because a headache i already have a headache from sucking it,HOF
1712,en,the chinese wuhan virus has destroyed the world not the virus but the people who allowed governments to respond dictatorially take back america no more masks open up the economy no vaccination passports go back to the old normal,NOT
1713,en,you need to do something as soon as possible we have a bastard president this is the account we need you to permanently suspend he has been killing nigerians since he came to power and now he has threatened to kill more people buhari must go,HOF
1714,en,talk about crying you stalked my page and replied to every sakura sarada slander like you are a fucker,HOF
1715,en,here is the lying racist shit,HOF
1716,en,update shame on ccp media the caption on the photo reads setting fire in china vs setting fire in india wuhanvirus chinesevirus,HOF
1717,en,every evening i watch news cry sleep gets disrupted wake up tired talk to my parents in india get stressed and go to work i have doctor friends in uk and us we are not okay india covid crisis,NOT
1718,en,you know situation is bad in india if cricket gets cancelled india india covid crisis bcci ipl ipl 2021 ipl suspended ipl cancelled,NOT
1719,en,verizon can sponsor my whole pussy,HOF
1720,en,vijay fall of dictatorship resignation pm modi,HOF
1721,en,didi do not do drama clearly the provocation and violence was done by tmc goons do not blame the central government for the violence the central government will send teams and ministers to take stock of the situation this is not a new practice arson in bengal,HOF
1722,en,kratos was like i killed my father hope my kid does not kill me,NOT
1723,en,i do not buy the fashionova crap what is this,HOF
1724,en,happy birthday to this annoying pussy yes i know she is punching so no need to tell me will see you all tomorrow,HOF
1725,en,the left never misses an opportunity to exploit race,NOT
1726,en,it is very unfortunate to see the silence of the top leadership on the suspicious death of former mp shahabuddin sahab give justice to shahabuddin give justice to shahabuddin,NOT
1727,en,his shit is hairy as hell,HOF
1728,en,i am speechless in the face of such a disaster it seems almost unreal but it is truly the biggest humanitarian disaster in india india covid crisis,NOT
1729,en,now what new hell is this so new edition this season we hate aapi this time god but i am tired stop asian hate india covid crisis ah,NOT
1730,en,hahaha be jealous she is mine fuck all the rest,HOF
1731,en,ok like let the fuck go lol these are the humans for you,HOF
1732,en,these guys i love them so much,HOF
1733,en,islamophobia stop this muslim genocide,NOT
1734,en,our india is already crying because of this fascist retweet this post if you want feku pm narendra modi to resign use this hashtag while retweeting resign modi resign pm modi modi made a disaster boycott bjp save india modi resign modi quit,HOF
1735,en,what woke nazi bullshit is this i do not smoke anymore but i would fight for anyones right to smoke this is a joke oxfordshire is going to be englands first smokefree county,HOF
1736,en,i think i will pour myself some scotch and every englishman is a bastard,HOF
1737,en,hopefully you are referring to mckeehan he is a nerd it is one thing if someone is shy however being on the spectrum gives you a right to privacy to not have people treated like dirt but yes overall i definitely agree there is no obligation,HOF
1738,en,shame on them,NOT
1739,en,our preferred broker,HOF
1740,en,native american status and slavery did not do a big cigar what a bastard you could be and they said you are british,HOF
1741,en,stop this nonsense come together and fight corona pm modi resign,NOT
1742,en,shahabuddin should get justice,NOT
1743,en,soil is the healer the restorer and the regenerator by which disease turns into health age into youth death into life without proper care for it we cannot have any community as without proper care for it we cannot have any life farm laws are worse than covid modi ji must resign,NOT
1744,en,i am the head of community engagement let me in toe dick,HOF
1745,en,o coward modi if you can save our lives under article 21 of the constitution then please resign pm modi,HOF
1746,en,who is india here why are you scared to take name of modi who was busy fighting elections holding rallies and buying mlas and declared victory against covid before time modi should resign,HOF
1747,en,i never cried for any tv anchor he was a great person last week my aunt died due to covid 19 chinese virus but i did not feel that much but today i really cry for rohit sir only because of him i saw the news debate i am really sad and depressed right now peace,NOT
1748,en,tabs hair is definitely going to fuck her now tomorrow,HOF
1749,en,friends how can any leader in the world have such a high approval rate amidst such chaos especially when modi resign is trending for more than a week this is not natural this is not the way our society behaves we are hurt right now we are not blind like this jhumla pol,NOT
1750,en,i would ruin a take every time i did get off the plane,NOT
1751,en,i am so excited to get my covid vaccine i hate covid,NOT
1752,en,i do not support any kind of violence the lasso deal at your door is intolerable please ignore the nonsense provide oxygen to all resign pm modi resign,HOF
1753,en,fake news alert the above article is completely fake this is how these sanghis spread fake news and falsely accuse others of rape shame on these sanghis bengal is burning fake news mamata banerjee is fake,NOT
1754,en,i am lucky that the message only had my name and not my photo i am scared i am sad 16 muslims including bengaluru covid 19 helpline worker were singled out from a list of 205 and publicly shamed by bjp mp triggering a flood of islamophobia 13,NOT
1755,en,at least he is happy to see you dude this bastard barely raised his head,HOF
1756,en,imagine you are scared of a bloody mary all you have to do is wipe your ass it is just a normal ass yt bitch,HOF
1757,en,it is very sad to see so many innocent dead bodies hold china accountable for chinese virus free tibet boycott china xi jinping boycott sinofam covaxin covishield china lied people died vaccine maitri vaccine diplomacy stay strong india corona fights covid 19 india,NOT
1758,en,just came to my wife that is it i cannot take it any more emmerdale farm and corporation street are already bad but she is watching something called the masked dancer what rubbish,HOF
1759,en,if you know then shit i think you know hahaha,HOF
1760,en,candace is trending and this is no joke forget it,HOF
1761,en,is this the next kashmir please do not let this happen violence in bengal arson in bengal hindu lives matter,NOT
1762,en,well now fuck me,HOF
