id,lang,text,label
6181,hi,मझ आपक दखकर दख हआ भई कपय अपन छट मनसकत और बर शबद स दसर धरम क लग क नजर म सनतन धरम क बदनम करन बद कर अब सब ठक ह,NOT
6182,hi,अलवद शरएबहर अललह आपक मफ फरमए फरज म ऊच दरज अत फरमए और लग क सबर अत फरमए शहबददन क इसफ द,NOT
6183,hi,दरद कह टक सकत ह अगर कह टल सकत ह त घर क रख फक द जब तक बगल जलन भल न जय,NOT
6184,hi,आप मर गए और कम कर गए भरत इसतफ द pmmodi,NOT
6185,hi,जब दश सकट म हत ह त दश क लए अपन सरवसव अरपण करन वल और दश पर आसथ रखन वल क चहर सफ दखन लगत ह इस समय दश क सब कछ दख रह ह चइनज वयरस जन बचओ,NOT
6186,hi,मनहस जब भ आत ह कछ न कछ बचत करन क हत ह इस महन म खरदन क बजय बचत करन म लग ह दगगल सहब इसतफ द मद आईडबआई बक इडय क ऑकसजन क जररत ह,NOT
6187,hi,आइय हम सब एकमत हकर सथ आए सभ समसयओ क समधन कवड वकसन क अधयकष बनन स हग,HOF
6188,hi,जल रह बगल ममत क नरममत,NOT
6189,hi,अब और नह रषटरपत ज बगल सभल बगल बरनग बगलवयलस,NOT
6190,hi,अब य कन स गरप ह य उस समय स भ जयद फल फल रह ह और इस समरह क आयजन क बर म कय कह जए य गरप इतन भ दष नह ह शत रहए और बत कजए करन सकड वव इसतफ दजए pmmodi करनवयरस इडय सटरल वसट परजकट,HOF
6191,hi,आप हटलर क तरह कतन बड हरम और कतन अचछ रहसयवद ह,HOF
6192,hi,thank you india covid crisis pm cares fund be like,NOT
6193,hi,पहल कह गय क अब शहबददन क नयय दलन क लए बल क परयग कय ज रह ह,NOT
6194,hi,ओ गध क पव तर गध क कय ह गय जब तर बगल जल रह ह तझ आग और जनत क आग दखई नह द रह अगर जनत क दल क लए त तर दल जल रह ह म कह रह ह तर तथकथत इरद अब तर खलफ ह बगल म करर ममत अधयकष क शसन जल रह बगल,HOF
6195,hi,कजरवल भ इसलमफबय यनयन ह हर मसलमन क य मन लन चहए पहल मलन शबद और अब सहबदन सहब शरम आन चहए कजरवल पर,NOT
6196,hi,जनक आवज एक तरफ कह ज रह ह चलए गध पर चलए एक तरफ सरकर अवध खनन मफयओ क सथ मलकर अवध खनन क रकन क लए गहर कदम उठत ह लकन उनक खलफ कई कररवई नह हत मझ लगत ह अब भरत म इसलमफबय बढन पर पलस परशसन भ उनक सथ द रह ह,NOT
6197,hi,मन एक दल खरद ह और म उसक सथ खल रह ह,HOF
6198,hi,व शहबदन ह पर व शहबदन सहब क तरह आपक परशन करन वल नह ह आप उनक सथ कतन खड ह दनय जनत ह शहबददन क नयय मल रजद क बहषकर कर,HOF
6199,hi,ऐस करन क नम पर य सहब य नह कह रह क 5g टसटग और उसक रडएशन नह ह रह ह rss rssterrorists rss terrorists rss chan s lad islamophobiainindia islamophobia bjp bjp 4 india narendra modi,NOT
6200,hi,मद इसतफ दmad istaf d indiawantmodiresign मद क वकसन जमल,NOT
6201,hi,भरत कवड सकट क करण रजसथन म सवसथय सबध समसयए,NOT
6202,hi,अगर आप शहबददन क सथ ह त इस टवट क रटवट कर और इस हशटग पर टवट कर जसटस फर शहबददन,NOT
6203,hi,शर ए बहर शहबददन क दफन क सथसथ अपन दल क शव भ तयर कर शहबददन क नयय मल,NOT
6204,hi,आजम खन सहब क इलज एमस म हन चहए शहबददन सहब क तरह व ससटम क नह छड सकत शहबददन क नयय मल,NOT
6205,hi,अब हम बगल क बर म सचन हग कय सचन ह यह जल रह ह बगल जल रह ह बगल जल रह ह bbmpbed घटल,NOT
6206,hi,दखए आज म शम क 5 बज दश क वट बक क धकक दकर आपस इस जडग अब आप भड म चल जइए तब भ हम दसर पर नरभर ह जएग अगर हम उखड गए त दश कस उखड जएग य एक आपद क तरह ह जएग,HOF
6207,hi,शयद भजप क हर क बद दश बदल रह ह और शयद दश क हलत भ बदलग मद हटओ मद इसतफ द मद हटओ दश बचओ,NOT
6208,hi,कबर परमतम न परण परमतम क कथ बतत हए कह ह क ज परमतम क भकत नह करत अगल जनम म सत क जवन परपत करत ह और गलत भकत करत ह बहत क उसक भकत क सवद नह मलत मनषय जवन म सभ पजए समय पर मलत ह यह भकत न करन क परणम ह,NOT
6209,hi,जलत हआ बगल बगल हस एनआरस जलद लग ह wesupportkangana,NOT
6210,hi,जब अनजन लग समज क नह समझत और परणम भगतन क लए तयर नह हत त दल दखत ह बगल हस बगल जल रह ह,NOT
6211,hi,हजर लग बन इलज और ऑकसजन क मर रह ह उनह भ एक दन धरन पर बठन चहए नडड पलज दलल म बरश बगल जल रह ह रढवहन भजप मद इसतफ द,NOT
6212,hi,मदयन 6 सल स मह पर नकब लगए हए ह और कगज कम कर रह ह लकन असल म मदयन कगज कम कर रह ह और उस चट रह ह दश म ऐस बहत स लग ह जनक बप क भ नह पत क दश क बच मटट कस खन ह,HOF
6213,hi,वह दपटट ओढ हए ह और चलल रह ह उनह बगल भज बगल म रषटरपत शसन जल रह ह,NOT
6214,hi,सतयमव जयत क सतय सतय क जत ह कहवत क अनसर अगर कई परथम शरण क हरम ह त म आपक बतत ह क अगर आपक जवन म कई सतय ह त वह सतय ह कछ लग इस बर म जनत ह लकन बहस करन वल इस वपरत तरक स पढत ह और बहस करन वल इस गलत तरक स पढत ह,HOF
6215,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
6216,hi,शरम करन क बद य कह रह ह इसक बन मर नह सकत शहबददन क नयय द,NOT
6217,hi,जलद ह सहगरत भ आधनक वयकत कहलएग जब य सब आधनक ह त कछ त हमस भ जयद आधनक ह य आधनक लग इस तरह फटग क व उस वयकत क नह दखन चहत ज आपक दसत ह लकन दनय आपक बहन बटय क नगपन दखन चहत ह,NOT
6218,hi,मझ नह पत मझ वकसन चहए य ह मद क वकसन नर,NOT
6219,hi,रप तरक क लए नयय सरसवत जन बगल क बचन क लए नयय बचओ मदज करर ममत बगल क जलन वल बगलय क जलन वल बगल क हस तजसवसरय टएमसटआतकवद टएमस गड क बधवर क वचर रप तरक क नयय दन क बर म सच,NOT
6220,hi,तमह अपन औकत उस दन पत चलग जब दशमन क तकत तमहर ऊपर डल जएग और कररवई हग शहबददन क नयय मल,NOT
6221,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
6222,hi,मद क कतसत इरदत क चब आग ह यगज कतब ह सबक परखन ह रशन क इतजर कर कचर क टकड भ सरज क रशन म चमकन लगत ह यगज हर और कच क टकड ह मदज इसतफ द पएम मद,NOT
6223,hi,मऊ म करद क अचल समपतत पर परशसन क वशष परभव हन क करण कई एकड भम पर जल बटवर ह रह ह जसक करण दश क कई सथन दकषणतल कषतर क दसई पखर क समप बस रह ह,NOT
6224,hi,कभकभ त ऐस लगत ह क चरच स जयद ससद और टवटर लग क सखय कम कर रह ह दश क लए मद इसतफ द बजप न भरत क बरबद कर दय बजप न भरत क वफल कर दय,NOT
6225,hi,भजप क वरध परदरशन बगल जलन क फयद कई बतएग,NOT
6226,hi,हर वयकत बहत आशवसत ह क वह बगल म नचत ह और सबज मरकट नहर नगर म टएमस दवर भजप करयकरतओ क हतयओ क खलफ परदरशन करत ह ममत बनरज भगवन क घर ह लकन बगल म कई सतलन नह ह बगल चनव 2021 जल रह ह,NOT
6227,hi,जब भरत सरकर बगल सरकर क सथ भ ऐस कर सकत ह अगर उन अपरधय दवर उन पर हमल कय जत ह त अधकरय क भ ऐस ह करन पडग उनक लए सरफ सतय ह और कछ नह शरम कर बगल जल रह ह बगलवयलस ममत क नरममत,HOF
6228,hi,शयद यह चक क धर क नम ह,HOF
6229,hi,अब य सबत ह गय ह क बगल म ममत बनरज नह थ बलक ममत बनरज क गसस और आतक चल रह थ बगल जल रह थ बगल म हस ह रह थ य कई इरद नह ह यर,HOF
6230,hi,टइमस गग न कदर सरकर पर तब हमल कय जब हमल कदर सरकर पर भ ह रह थ बगल म बठ आम आदम भ यह करग शरम कर शरम कर बगल आग म बगल हस जलत बगल,NOT
6231,hi,भय बहन पश खदमत ह एक एकर पपपशसतर क वदयरथ मत सन यह एक चन एजट ह ज चन बट क रप म कम कर रह ह ज भरत क परशन करन और चन वयरस फलन क लए दशमन दश दवर भर वतत पषत ह पपपआनमकस क समरथक 1 एक नगमत लल,HOF
6232,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
6233,hi,समदभवसर हथकड लगन क बद भ नरतरत न मल त कर फर रषटरपत परशसन चलएग बल बड बत मद भरत क खलफ अपरध इसतफ द पएम मद रढवहन भजप फरज खबर कवड 19 भजप मद सरकर ससटम ह वनवश घटल अजत सह गरवर वइबस कवड 19,NOT
6234,hi,आखरकर बग वल शखस क बरज स बच लय गय बगल चनव 2 मई वशव बचओ दवस ममत बनरज मद क वकसन नर बगल चनव 2021 चनव 2021,NOT
6235,hi,व अहकर थ लकन आज उनह कशमर क कई बड समधन नह मल रह ह दश क खतर मद क इसतफ द दन चहए,NOT
6236,hi,गदगर सदरम बगल जल रह ह,NOT
6237,hi,अब इनक कम ह गय रकषस गग सकरय ह जएग बगल जलग,NOT
6238,hi,सभ लग अभ भजप म आ जओ शबदकर नरदर मद गलबल पपप इसतफ द पएममद,NOT
6239,hi,सतत सरचन क चनत दन अपन सरवसव समरपत करन और इसतफ जतन स बड कई और कम नह ह मद कसन वरध,NOT
6240,hi,दगल बजप सरकर क डरम स दश जल रह ह दश इसतफ द पएम मद मद इसतफ द,NOT
6241,hi,दनय मरग त कई बर बनग,NOT
6242,hi,बगल हस म सपरम कउसल स जयद बरबर और नग लग ह बगल जल रह ह,HOF
6243,hi,इस दश म वटर ह आजद दश क हलत खरब कर रह ह इसतफ द pmmodi इसतफ द pmmodi इसतफ द pmmodi भरषटमद,HOF
6244,hi,शहबददन क नयय मलन चहए,NOT
6245,hi,आज म अललह स अपन परवर क हफजत क लए दआ करत ह मर परवर क सबर क शकत द और म आपस खश ह शहबददन शहबददन क इसफ मल,NOT
6246,hi,शहबददन आजम खन क लए नयय k people save resumeflights ind ksa,NOT
6247,hi,दनय उस सतर पर ह लग क शकत दसर तरफ ह सतत दसर तरफ ह rjdspeak 4 shahabuddin justice for shahabuddin,NOT
6248,hi,लकन लकषमण क सथ अभ भ कछ पस बचन क कशश कर रह ह,HOF
6249,hi,मझ शरम आत ह मन आपस कह थ क मद न दश क लए आफत खड कर द मद इसतफ द,HOF
6250,hi,महममद शहबददन ममल क सनवई जर करट म ओसम शहब क ममल म शहबददन क मलग नयय,NOT
6251,hi,इसस हर ततरक क रहत मलत ह,HOF
6252,hi,जनवर 2014,NOT
6253,hi,मद क रणनत ह क अचछ दखन क अलव कई रणनत नह ह चत मत कर उनक शसन इतहस क कतब क फर स लखत ह कष कननन रदद करण पदग मद इसतफ द कसन वरध,NOT
6254,hi,आज सफई क दरन मन गलत टव सट टप बकस पर सनटइजर डल दय फर टव नह आ रह ह आप लग कय कह रह ह फक नयज थरड वव गद मडय बगल जल रह ह मद इसतफ द य नरसत कर,NOT
6255,hi,सरकर क पत नह एक दन महरषटर क मखयमतर और रजय क जनत क बधई दन वल पएम क समन खड ह शरम कर शरम कर शरम कर क कम म मरन वल वयकत क परवर क दरद और वदन उनह नह दखत जमम पएम क समन खड ह,NOT
6256,hi,यह पलस न रमडसवर इजकशन बनन वल गरह क पकड indore news madhya pradesh covid vaccine news update remedisivir corona second wave india covid crisis gwaliorkhabar,NOT
6257,hi,रजय सरकर क उदसन रवय गभर ह अब सरकर क करयवह करन चहए जब सरकर खद पर भ नयतरण नह रख प रह ह त नगरक क कय हग यह आसन स समझ ज सकत ह करर ममत बगल म हदओ क जन जलन शरम क बत ह ममत,NOT
6258,hi,मद इसतफ द मद क वकसन नर अनगनत हतयओ क मददनजर आज यह मदद करन जएग आज यह मदद करन जएग आज यह मदद करन जएग आज यह मदद करन जएग आज यह मदद करन जएग नशचत रप स अगर जनत म शकत नह ह,NOT
6259,hi,यह इलज ह ऑकसजन क रट कम करन क सवल पर जवब दन क जररत नह ह पएम मद इसतफ द मझ य चहए म जनन चहत ह बजप न भरत क बरबद कय य मद सरकर नह कर सकत ईवएम चनव ह चनव आएग,NOT
6260,hi,2 मनट मन उन लग क लए जनहन पशचम म चनव दख लय करण करम दख लय मखयमतर क शपथ गरहण समरह दख लय अब उनक हस हस कर मरन य सब नह दख रह ममत क नरममत बगल हस बगल जलन वल मडय,HOF
6261,hi,आज सरफ ओसम ह नह हर बलक हम भ हर ह हमर उममद ज हमन अपन हथ स जगई थ व भ खतम ह गई ह शहबददन क नयय मल,NOT
6262,hi,य चज अचछ ह कयक व कम स कम आपक पस बचत ह,HOF
6263,hi,सरकर हर वयकत पर मकदम दरज करग कयक यह नए यप और नए हदसतन क शरआत ह करन महमर यग आदतयनथ करन चनव 2021 चनव परणम 2021 इसतफ द पएम मद यगज यह ऐप क जरए नह ह सकत भरत क ऑकसजन क जररत ह डएम शलश यदव एसएसपड,HOF
6264,hi,अगल घर म दककत ह अगर हम 4 रपए क मदद स यह कम कर ल त 3500 रपए क खरच नकल आएग अचछ बत ह बगल जल रह ह,HOF
6265,hi,अब म ऐस और नह कर सकत आपन दषट चरतर क बढव दय ह परसद न पहल भजप बरहमण क तरफ क और अब कय ह गय,HOF
6266,hi,दल क दरबर म करन ह त लकषमण क आख म आस भरकर जल रह ह चहर पर नई रख नह रखग बगल क तरह जलत नह रहग रढवहन भजप,NOT
6267,hi,कगरस क इस बड रवय स कई लग क जवन परभवत हआ,HOF
6268,hi,दश म करन क रकथम क लए कवड सवक दल क सदसय दन रत कम कर रह ह हम आपस अनरध कर रह ह क जररतमद क मदद क लए इस टवट क रटवट कर तक हम उनक मदद कर सक मद क वकसन जमल,NOT
6269,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
6270,hi,शहबददन कलबज थ अमत शह और मद शरफ ह शहबददन ससद और वधयक थ भल ह कलबज थ आज रजनत म 90 कलबज ह वह कसल रज हरशचदर क बट ह शहबददन क नयय मल,HOF
6271,hi,रजद क नए जल परमख कमललल सहब रजद सद इसतफ शहबददन क नयय शहबददन क नयय,NOT
6272,hi,म उस बसतर पर रहत हए उस वयकत स सलह ल रह थ और ज उस सलह द रह ह उसक दबव उस पर दबव नह बन रह ह य बहत खतरनक ह,HOF
6273,hi,हद वरध ममत छबड क नयय बजप आईट सल ममत खन एच आई सपरट मद रषटरपत ज बगल सबल करर ममत बगल क जलन मद सरकर नह कर सकत बगल मद पर भरस करत ह अगर य लग आपक नह बनएग त व आपक बन दग,NOT
6274,hi,मजदर क घर जल दए गए मजदर क मर दय गय मजदर क बहनबटय क जल दय गय और बजरग अपन घर म बठकर वरध कर रह ह जलत हए बगल म गजब क डरम चल रह ह,HOF
6275,hi,भजप हमश कहत ह क जब कशमर परभवत ह रह थ लग मर रह थ बलतकर और आगजन ह रह थ हद पलयन कर रह थ तब कगरस सरकर वह कर रह थ ज वह आज अपन पडसय क लए कर रह ह बगल जल रह ह,HOF
6276,hi,म बहत बड गलत म ह रजकत रजद रजकत तजसव रजकत अखलश रजकत समजवद परट शहबददन क नयय द,HOF
6277,hi,आपस म मत लड मसटर तम लड खल हरषवरधन इसतफ द तमह इसतफ दन क कई जररत नह ह पएम मद न कछ कह दय और उसक जन नकल द,NOT
6278,hi,करर ममत बगल जलत बगल ह तशतकरण,NOT
6279,hi,जग एचड य भग एचड पसद आपक ह जग मद क समरथन कर भजप शरम कर ममत बनरज टएमस गड ममत पर शरम कर ममत क गरफतर कर बगल म हस जलओ हदओ क जवन क ममल रषटरपत ज बगल सभल बगल क मद पर भरस ह ममत खन एच हद वरध ममत,NOT
6280,hi,य सहब दलल और चटकर नयक ह मन त बस इतन बतय क य कब बड और बरहमण ह गए म उततर परदश स ह मर उमर 32 सल ह आज तक मन इनह सघरष करत नह दख म इतन बड नह ह,HOF
6281,hi,बगल क सडक पर ममत सरकर ह ममत बनरज क गरफतर कर ममत बगल जल रह ह,HOF
6282,hi,सपरन बहरन म 15 मई तक लकडउन लगय गय भरत covid सकट,NOT
6283,hi,लगत ह यदव रजनत करग त रजनत क लए भगग इशललह इशललह शहबददन क नयय मल,HOF
6284,hi,अनययय क वशवस और धरम अपरवरतनय नह ह उनक आचरण परशरम क बत क अनरप ह चह कई इस कतन भ पसद कर यह नरतर दखय ज रह ह सदधत क अनययय क इस अपरवरतनय आचरण क करण उनक और उनक चरतर क नरतर परवह दख जत ह जय शरर,HOF
6285,hi,नतज सरकर क वफलत ह य भरत कवड सकट ह भरतय मर रह ह मद आनद ल रह ह इसतफ द पएम मद करन दसर लहर,NOT
6286,hi,म सपरम करट स सवल करन चहत ह क उनह अपन बगल म हई घटन क बर म पत कय नह ह य उनह कई सरग नह ह मनवत क बचओ सपरम करट बगल जल रह ह,NOT
6287,hi,मझ कफर और मशरक पर भरस ह जब तक म व नह कह दत ज मर समन ह म शहबददन क नयय दलकर रहग,NOT
6288,hi,हम बहन ह भगवन क कसम मर कई भई नह ह और मर पत क शद क 10 सल ह गए ह पत क पतन पन क कम स परशन ह और पर परवर मझ पर ह नरभर ह और म इस म वयसत रहत ह इस तरह स हम बहत परशन कय ज रह ह,NOT
6289,hi,बगल जल रह ह बगल हस रप तरक क नयय,NOT
6290,hi,मतलब अगर आदम ऐस ह चलत रह त सर पढई क नतज एक ह आदम करग मतलब कस तरह क आदम उस बरबद कर रह ह यन ऐस कहकर मदरस म छपवन क अधकर यह समजवद ह,HOF
6291,hi,सवल नबर 342 कन स लडक लडक क चत कटत ह,HOF
6292,hi,पल पल क मन ह क म उनक मजदग म चनव परचर दख अब मझ लग क सममन नह दख रह जस लपट अगकर और महल म रषटरपत शसन बगल बगल जल रह ह बगल हस खन खल पशचम बगल हस,NOT
6293,hi,पल पल क मन ह क म उनक मजदग म चनव परचर दख अब मझ लग क सममन नह दख रह जस लपट अगकर और महल म रषटरपत शसन बगल बगल जल रह ह बगल हस खन खल पशचम बगल हस,NOT
6294,hi,इनम सदर असपतल क सभ समजसवय क सथ कवड वकसन क टक लगवन ह,NOT
6295,hi,बगल म भजप क आग परधनमतर मद न दय इसतफ,NOT
6296,hi,ह मर दश यद आप लब समय तक जवत रहत ह त गमनम नयक करतवय पर लडग कवडसकड वव कवड इडय कवड 19 कवड कवड वकसन ऑकसजन एकसपरस,NOT
6297,hi,यह दशय और बत भ अचछ ह लकन नद क कनर हदओ क नरसहर कय नह आप एक वयकत पर पर एक महन तक शक करत रहत ह लकन हदओ क हतयओ पर अड रहत ह नरश महसस कर रह ह बगल जल रह ह,HOF
6298,hi,न म दखत ह और न ह मतपत क दखन दत ह म कटटर हद ह घर म पत क सथत नह दख पत ह,HOF
6299,hi,भगवन सबह बधवर कई परशन ह वयकत क भल कर वषय म अपन आसथ उसक चरण म अरपत कर अगर कस भकत क कई परशन ह और वह भकत करन लग जए त उस भलन नह चहए उसक परयस बढ दन चहए भकत करन स उसक जवन सफल ह जएग और उसक परयस सह ह जएग,NOT
6300,hi,कतन बशरम ह तम मझ पर हस रह ह शहबददन क नयय द,NOT
6301,hi,कटबल रफतर म पछ नह रह यदव न सख लय सबक bihar biharbreakingnews biharlatestnews biharnews bihar today news biharupdate breakingnews we lalu yadav latestnewsin bihar latestnewsinhindi patna news todaynews कटबल रफतर म पछ नह रह यदव न सख लय सबक bihar biharbreakingnews biharlatestnews biharnews bihar today news biharupdate breakingnews we lalu yadav latestnewsin bihar latestnewsinhindi patna news todaynews कटबल रफतर म पछ नह रह यदव न सख लय सबक,NOT
6302,hi,त खद ह खरच ह जएग एक दन अगर तन मझ कट त म कहग वनशक वसट इसतफ द मद,NOT
6303,hi,अजब बत ह आदम खद अड लकर घम रह ह और फर भ खश ह,HOF
6304,hi,भजप क तरक,HOF
6305,hi,बरकर म बठ सजजन क भ शयद यकन ह क जब हम दनय स लड रह ह कम स कम म पस बचन पर धयन द सकत ह,NOT
6306,hi,नरदष लग क हतय क बद आज तरकपर परव मडल म रषटरय मतर शरज क मरगदरशन म भजप करयकरतओ क हतय बगल जलन क वरध म वरध परदरशन कय गय,NOT
6307,hi,शहबददन क नयय मल शहबददन शहब क करन मरज क सथ इलज क लए रख गय जबक उनक करन रपरट नगटव थ उनह इलज क लए एमस ल जन चहए थ लकन उनह डड असपतल ल जय गय हम ओसम शहब क सथ खड ह,NOT
6308,hi,करन वकसन क एकमतर खरक बनन म वकसन सफल रह ह इस वकसन क नम सपतन लइट ह और यह कवड 19 क खलफ लडई म 794 परभव कवड वकसन ह,NOT
6309,hi,मद क कतसत इरदत क चब आग ह यगज कतब ह सबक परखन ह रशन क इतजर कर कचर क टकड भ सरज क रशन म चमकन लगत ह यगज हर और कच क टकड ह मदज इसतफ द पएम मद,NOT
6310,hi,परधनमतर मद क इसतफ कय दन चहए जनत उनक अपरध स गसस म ह कपय पशचतप कर और इसतफ द,NOT
6311,hi,पल पल क मन ह क म उनक मजदग म चनव परचर दख अब मझ लग क सममन नह दख रह जस लपट अगकर और महल म रषटरपत शसन बगल बगल जल रह ह बगल हस खन खल पशचम बगल हस,HOF
6312,hi,जब वकसन ह नह ह त टककरण कय कय ज रह ह यह सरकर क लपरवह क नतज ह अभ तक 45 सल स ऊपर क लग क कस दसर वकसन क डज नह मल ह 18 सल स ऊपर क लग क वकसन कह मलग करन वकसन मद क वकसन जमल,NOT
6313,hi,जगह त बहत थ पर तमहर जस नह,HOF
6314,hi,लकन दनय मशकल म ह मद क मतलब बजनस ह मद इसतफ द मद क वकसन नर 25 ससद हर गए मद हटओ दश बचओ भरत कवड सकट मद क इसतफ दन चहए समरट शहर,NOT
6315,hi,nardar mad galbal ppp मद बहर जओ मद इसतफ द मद क वकसन नर मद क इसतफ दन चहए मद दवर बनई गई आपद मद सरकर दवर नह ह सकत मद सरकर वयवसथ ह मद भरत क लए आपद nardar mad galbal ppp भजप न भरत क बरबद कर दय भरत म करन क लए भजप जममदर ह मद भरत म वफल,NOT
6316,hi,अगर इन 12 महन म सरकर न महरवड क बत मनकर तयर क हत सकट और आपतकलन परबधन टम क गठन कय हत मडकल इमरजस चन और लजसटकस क दरसत कय हत और वकसनशन क समय पर सपलई क आदश दय हत त आज यह नह दख रह हत क मद क वकसन जमल कय ह,NOT
6317,hi,इस 20 सल क पढन वल लडक क गरप क बलतकर सरफ इसलए हआ कयक उसन म क परवर क अपन सथ नह दय उसक जशन क सममन स दख गय य ससटम पर सबस बड धबब ह ममत क नरममत बगल जल रह ह,HOF
6318,hi,हर जत कह रह ह क बगल दश क लए आदलन करक सहब क जन बचई शहबददन क नयय मल,NOT
6319,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
6320,hi,सभ वरग क लग भरमत ह य फर अपन सतर पर लग क मरख बनन क परयस कर रह ह लकन आज कछ लग इसलम क खलफ कछ कर रह ह ऐस ततव क खलफ सखत कररवई कर भरत म इसलमफबय,NOT
6321,hi,30 सकस बकहयन दन मझ हठ पर शक थ लकन आखर म म कह नह पई मन सह कय नह कह पगल शबद दश ऑकसजन म क शपथ लन वल चटटन दवर मग ज रह ह बगल जल रह ह,NOT
6322,hi,इस लडक क सर पर ततल ह लकन वह मरख नह ह वह मर गरलफरड ह,HOF
6323,hi,ममत बनरज हतय और मरममत ममत शरम आन चहए ममत पर सभ रषटरपत क बगल म ह बगल म रषटरपत शसन स इतर लगत ह बगल जल रह ह बगल म रषटरपत शसन बगल क नयय भजप करयकरत जल रह ह रढवहन भजप,NOT
6324,hi,हम गडगर क सतत और शत नह चहए हम गजरत क सतत और शत चहए जलत बगल चहए,NOT
6325,hi,सतय और कहवत कटत और कहवत परम और कहवत लभ और कहवत अपवयय और कहवत धन क बचत य वषय अनक परकर क बत क रप लत ह,NOT
6326,hi,चनव खतम ह गए 18 दन बद फर डजल पटल क पद छड दन चहए मद सरकर क इसतफ दन चहए,NOT
6327,hi,अगर आप शहबददन क सथ ह त इस टवट क रटवट कर और इस हशटग पर टवट कर जसटस फर शहबददन,NOT
6328,hi,अगर आप शहबददन क सथ ह त इस टवट क रटवट कर और इस हशटग पर टवट कर जसटस फर शहबददन,NOT
6329,hi,इसम सपरम करट कई कम नह करत भरतवरष म सनतन धरम क दन क लए ऐस ह सरकर क ल जन चहए और अगर ऐस कई चज कबज म ह त उस वपस उस सरकर क शहर म ल जन चहए,NOT
6330,hi,जस कशमर पडत कशमर स चल गए थ वस ह आज बगल स भ ज रह ह आज भरतय क लश क जररत ह हम लश क लए बतब ह हम लश पर वशवस करत ह बगल जल रह ह म मद क समरथन करत ह,NOT
6331,hi,हम अपन रख नह बदलन चहए बगल हस बगल जल रह ह,HOF
6332,hi,अब य सफ ह क जब बगल म हलत खरब ह रह थ तब भ एक वपकष परट न आधकरक तर पर कछ न कछ कह और एक दन पहल ह व सकरय हकर लग क जत क बधई द रह थ फरक सफ ह बस धयन दन क जररत ह बगल म रषटरपत शसन बगल म हस बगल म आग,NOT
6333,hi,अपन आसफ क लकर भड म जओ कय कर रह ह आसफ क नयय द,NOT
6334,hi,पहल पएम कयर फड क नम पर दश म धन जटय और अब वदश म जटय ज रह ह धन आपद म भ कई अवसर भरत कवड सकट,HOF
6335,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
6336,hi,अगर आप शहबददन क सथ ह त इस टवट क रटवट कर और इस हशटग पर टवट कर जसटस फर शहबददन,NOT
6337,hi,item s n h paeg मद सरकर क नह मलग मद क वकसन कल मलकर मद क इसतफ दन चहए मद दश क बचएग मद न आपद बन द मद न भरत क छड दय modiaagainstdelhi मद सरकर ससटम ह,NOT
6338,hi,मद इसतफ द पएम मद इसतफ द आप व नह थ ज चनव जतन चहत थ आप इतन लब समय म भरत क चनव भ नह जत सक,HOF
6339,hi,भड म जओ भड म एकजट ह जओ तम बरहमणवद क मलक बनग तमहर म भड क नशन बनग कयक mc बवकफ लग,HOF
6340,hi,धरण दवस सबक सथ सबक वकस सबक वशवस क नम पर दश कछ और कर नह पय और ढल पटन क लए गध क नम लय गय जब हलत लगतर बढत ज रह ह गध क नम पर य हसस पक रह ह बगल जल रह ह spinlessmodi,HOF
6341,hi,मझ ऐस लग रह ह क शहबददन क नयय दलन क लए म कस क जन क इतजर कर रह ह,NOT
6342,hi,उसक कट क बर म कवल यह कह ज सकत ह क वह बकर और कतत ह,HOF
6343,hi,य इस कषतर क cm ममत बनरज नह ह य त आतक क परतमरत ह इनक बगल म tmc परट क आतकवद बलतकर कर रह ह और भयकर बम वसफट कर रह ह tmcterror tmcgoons बगल जल रह ह बगल हस ममतईय क आतकवद गरफतर ममत शरम कर डयन ममत शरम कर आतकवद ममत बनरज,HOF
6344,hi,सर म नइटरजन क नम ऑकसजन रख दग इसस समसय हल ह जएग यह कवड 19 कहन क पहल तरक हग भरत इसतफ मद,NOT
6345,hi,आज बगल तमलनड असम और करल म लगतर कई घटनए ह रह ह इसस कई फरक नह पडत कयक दश क जनत जत रह ह bengal result election result covid second wave in india covid emergency nooxygen india covid crisis india needs oxygen save india,NOT
6346,hi,भरत कवड सकट बचच क असपतल म मडकल ऑकसजन खतम ह रह ह कपय मदद कर रघव चडढ,NOT
6347,hi,मद इसतफ द मद क इसतफ दन चहए मद ऑकसजन द पगल भरत छड मद क वकसन समम मद हटओ दश बचओ मद फल इडय बजप फल इडय बजप बरबद भरत,NOT
6348,hi,सकट क इस घड म पलजम दन करक अपन भई बहन क बचए दश ऑकसजन मगत ह पलजम दन कर जवन बचए कवड 19 स लड कसन क जत क लए पररथन कर मद ज इसतफ द,NOT
6349,hi,पर दनय म मर सममन हग लकन मद क वकसन नर स यह सबत नह हग,HOF
